3	MISS	there	Mention 3 - there,  - ;; (I)
33	MISS	matter	Mention 33 - matter,  - ;; (I)
95	MISS	There	Mention 95 - There,  - ;; (I)
133	MISS	There	Mention 133 - There,  - ;; (I)
174	MISS	the	Mention 174 - the,  - ;; (I)
179	MISS	home	Mention 179 - home,  - ;; (I)
193	MISS	there	Mention 193 - there,  - ;; (I)
201	MISS	the	Mention 201 - the,  - ;; (I)
201	MISS	the	Mention 201 - the,  - ;; (I)
252	MISS	the	Mention 252 - the,  - ;; (I)
264	MISS	home	Mention 264 - home,  - ;; (I)
252	MISS	the	Mention 252 - the,  - ;; (I)
