	1018	1305	Once upon a time	['ST'] [] 1306
	1018	1311	two sons	['GR'] ['FalseHero'] 1312
	1018	1313	one daughter	['FE'] ['Prize'] 1314
	1018	1315	One day	['ST'] [] 1316
	1018	1318	his sons	['GR'] ['FalseHero'] 1312
	1018	1355	his own courtyard	['SS'] [] 1356
	1018	1360	her daughter	['FE'] ['Prize'] 1314
	1018	1366	the dragon's courtyard	['SS'] [] 1356
	1018	1403	their sister	['FE'] ['Prize'] 1314
	1018	1444	the swine breeder	['MA'] ['Tester'] 1445
	1018	1464	his house	['SS'] [] 1465
	1018	1479	tiny pieces	['PO'] [] 1480
	1018	1485	her sons	['GR'] ['FalseHero'] 1312
	1018	1487	back home	['SS'] [] 1379
	1018	1497	her way	[] [] 1498
	1018	1499	a rolling pea	['MB'] [] 1500
	1018	1511	one of the buckets	['OB'] [] 1504
	1018	1520	Rolling Pea	['MA'] ['Hero'] 1515
	1018	1546	his shoes	['PA'] [] 1547
	1018	1551	Rolling Pea	['MA'] ['Hero'] 1515
	1018	1555	a large mace	['OB'] [] 1556
	1018	1559	a large mace	['OB'] [] 1556
	1018	1560	Rolling Pea	['MA'] ['Hero'] 1515
	1018	1562	his way	[] [] 1563
	1018	1601	the swine breeder	['MA'] ['Tester'] 1445
	1018	1618	dragon's home	['SS'] [] 1465
	1018	1619	his sister	['FE'] ['Prize'] 1314
	1018	1663	cast iron	['OB'] [] 1664
	1018	1665	Rolling Pea	['MA'] ['Hero'] 1515
	1018	1670	Rolling Pea	['MA'] ['Hero'] 1515
	1018	1672	his mace	['OB'] [] 1556
	1018	1676	Rolling Pea	['MA'] ['Hero'] 1515
	1018	1678	the second time	['ST'] [] 1679
	1018	1683	small pieces	['OB'] [] 1684
	1018	1685	his ashes	['OB'] [] 1684
	1018	1686	his brothers	['GR'] ['FalseHero'] 1312
	1018	1688	his sister	['FE'] ['Prize'] 1314
	1018	1692	His father	['MA'] ['Other'] 1308
	1018	1693	his mother	['FE'] ['Other'] 1310
