	1015	5428	a certain kingdom	['SS'] [] 6139
	1015	5429	a king who had three daughters of surpassing beauty	['MA'] ['Other'] 6140
	1015	5430	three daughters of surpassing beauty	['FE'] ['Other'] 6141
	1015	5434	his most precious treasure	['OB'] [] 6142
	1015	5436	underground chambers	['SS'] [] 6143
	1015	5440	rough winds	['HA'] [] 6144
	1015	5442	the red sun	['HA'] [] 6145
	1015	5472	their insistent prayer	['HA'] [] 6152
	1015	5473	the beautiful princesses	['FE'] ['Other'] 6141
	1015	5476	the red sun	['HA'] [] 6145
	1015	5477	the red sun, the trees, and the flowers	['OB'] [] 6154
	1015	5481	the freedom of the bright world	['HA'] [] 6157
	1015	5482	the bright world	['HA'] [] 6149
	1015	5486	a sudden whirlwind	['HA'] [] 6158
	1015	5487	a sudden whirlwind seized them and carried them off far and high, no one knew whither	[] [] 6159
	1015	5490	The alarmed nurses and governesses	['GR'] [] 6160
	1015	5497	his faithful servants	[] [] 6163
	1015	5499	a great reward	['OB'] [] 6165
	1015	5500	him who should find traces of the princesses	['GR'] [] 6166
	1015	5502	traces of the princesses	['HA'] [] 6168
	1015	5508	his grand council	['GR'] [] 6169
	1015	5513	anyone among them	[] [] 6172
	1015	5517	any man who might find them	[] [] 6173
	1015	5522	the princess of his choice	['FE'] [] 6174
	1015	5523	the princess of his choice in marriage, and a rich dowry	[] [] 6175
	1015	5525	a rich dowry	['OB'] [] 6176
	1015	5530	a second time	['ST'] [] 6178
	1015	5533	a third time	['ST'] [] 6179
	1015	5547	someone from among the common people	[] [] 6186
	1015	5548	the common people	[] [] 6187
	1015	5549	the heavy task	['HA'] [] 6167
	1015	5551	one village	['SS'] [] 6189
	1015	5552	a poor widow who had three sons	['FE'] ['Other'] 6190
	1015	5553	three sons	['MA', 'MA', 'MA'] ['Tester', 'Tester', 'Hero'] 6191
	1015	5555	mighty champions	['MA', 'MA', 'MA'] ['Tester', 'Tester', 'Hero'] 6191
	1015	5556	All of them	['MA', 'MA', 'MA'] ['Tester', 'Tester', 'Hero'] 6191
	1015	5557	one night	['ST'] [] 6192
	1015	5563	the early dawn	['ST'] [] 6198
	1015	5566	Evening, Midnight, and Dawn	[] [] 6199
	1015	5569	the king's call	['HA'] [] 6185
	1015	5575	their mother's blessing	['HA'] [] 6200
	1015	5578	the capital city	['SS'] [] 6202
	1015	5615	the old woman	['FE'] ['Other'] 6190
	1015	5629	The good youths	['MA', 'MA', 'MA'] ['Tester', 'Tester', 'Hero'] 6191
	1015	5630	their way	['HA'] [] 6201
	1015	5632	one month	['ST'] [] 6219
	1015	5636	a wide desert steppe	[] [] 6222
	1015	5638	a thick forest	['SS'] [] 6223
	1015	5640	a little hut	['SS'] [] 6224
	1015	5665	The eldest brother	['ST'] [] 6193
	1015	5667	a shed full of sheep	['AN'] [] 6234
	1015	5670	the best ram	['AN'] [] 6236
	1015	5677	a rumbling noise	['HA'] [] 6239
	1015	5679	a little man as big as a thumb, with a beard a cubit long	['MA'] ['Villain'] 6241
	1015	5680	a beard a cubit long	['PA'] [] 6242
	1015	5705	a crust of bread	['PO'] [] 6250
	1015	5714	the little old man	['MA'] ['Villain'] 6241
