	1004	2951	a certain kingdom in a certain land	['SS'] [] 4547
	1004	2952	a certain land	['SS'] [] 3343
	1004	2953	a king who had three sons	['MA'] ['Other'] 3344
	1004	2954	three sons	['MA'] [] 3345
	1004	2969	different directions	[] [] 3348
	1004	2970	The youngest son	['MA'] ['Hero'] 3349
	1004	2976	a dead horse, around which were gathered beasts of many kinds, birds, and reptiles	['AN'] [] 3352
	1004	2977	beasts of many kinds	['AN'] [] 3354
	1004	2978	beasts of many kinds, birds, and reptiles	['AN'] [] 3353
	1004	2996	his good steed	['AN'] [] 3361
	1004	3016	Prince Ivan	['MA'] ['Hero'] 3349
	1004	3017	the damp earth	[] [] 3370
	1004	3018	a bright falcon	['MA'] ['Hero'] 3349
	1004	3020	the thrice tenth kingdom	['SC'] [] 3372
	1004	3021	More than half of that kingdom	['SC'] [] 3373
	1004	3023	a crystal mountain	['SC'] [] 3374
	1004	3038	the service of that king	['HA'] [] 3378
	1004	3042	one week	['ST'] [] 3379
	1004	3060	good steeds	['AN'] [] 3386
	1004	3062	the crystal mountain	['SC'] [] 3374
	1004	3063	a golden goat	['AA'] ['Other'] 3387
	1004	3097	Prince Ivan	['MA'] ['Hero'] 3349
	1004	3125	three cows	['AN'] [] 3393
	1004	3127	Prince Ivan	['MA'] ['Hero'] 3349
	1004	3128	a bright falcon	['MA'] ['Hero'] 3349
	1004	3129	all the three heads of the dragon	['PA'] [] 3409
	1004	3144	Next day	['ST'] [] 3410
	1004	3151	the six- headed dragon	['MB'] ['Villain'] 3394
	1004	3153	six cows	['AN'] [] 3395
	1004	3167	twelve cows	['AN'] [] 3397
	1004	3169	a bright falcon	['MA'] ['Hero'] 3349
	1004	3172	his six heads	['PA'] [] 3411
	1004	3186	Late at night	['ST'] [] 3413
	1004	3187	Prince Ivan	['MA'] ['Hero'] 3349
	1004	3189	the crystal mountain	['SC'] [] 3374
	1004	3190	a little crack	['HA'] [] 3414
	1004	3192	the crystal mountain	['SC'] [] 3374
	1004	3218	Prince Ivan	['MA'] ['Hero'] 3349
	1004	3242	a long struggle or a short struggle	['HA'] [] 3422
	1004	3243	Prince Ivan	['MA'] ['Hero'] 3349
	1004	3244	the twelve-headed dragon	['MB'] ['Villain'] 3396
	1004	3247	the coffer in his right side	['OB'] [] 3415
	1004	3249	his right side	[] [] 3416
	1004	3263	the crystal mountain, which soon melted away	['SC'] [] 3374
