	1010	2284	a far away land	['SS'] [] 2541
	1010	2285	a man who had seven sons - all by the name of Simeon	['MA'] ['Other'] 2542
	1010	2286	seven sons - all by the name of Simeon	['MA', 'MA', 'MA', 'MA', 'MA', 'MA', 'MA'] ['Hero', 'Tester', 'Tester', 'Tester', 'Tester', 'Tester', 'Tester'] 2543
	1010	2290	seven lazy, good-for-nothing loafers	['MA', 'MA', 'MA', 'MA', 'MA', 'MA', 'MA'] ['Hero', 'Tester', 'Tester', 'Tester', 'Tester', 'Tester', 'Tester'] 2543
	1010	2295	They never did a single useful thing	['HA'] [] 2547
	1010	2296	a single useful thing	['HA'] [] 2548
	1010	2300	the point that he simply brought all seven Simeons to the czar and enlisted them in his service	['HA'] [] 2549
	1010	2302	all seven Simeons	['MA', 'MA', 'MA', 'MA', 'MA', 'MA', 'MA'] ['Hero', 'Tester', 'Tester', 'Tester', 'Tester', 'Tester', 'Tester'] 2543
	1010	2310	so many fine, able men	['MA', 'MA', 'MA', 'MA', 'MA', 'MA', 'MA'] ['Hero', 'Tester', 'Tester', 'Tester', 'Tester', 'Tester', 'Tester'] 2543
	1010	2368	the fifth Simeon	['MA'] ['Tester'] 2567
	1010	2388	the seven Simeons	['MA', 'MA', 'MA', 'MA', 'MA', 'MA', 'MA'] ['Hero', 'Tester', 'Tester', 'Tester', 'Tester', 'Tester', 'Tester'] 2543
	1010	2389	one of their skills	[] [] 2579
	1010	2407	another long period	['ST'] [] 2587
	1010	2409	a certain princess	['FE'] ['Prize'] 2588
	1010	2416	the seven Simeons	['MA', 'MA', 'MA', 'MA', 'MA', 'MA', 'MA'] ['Hero', 'Tester', 'Tester', 'Tester', 'Tester', 'Tester', 'Tester'] 2543
	1010	2421	the assignment to bring him that princess	['HA'] [] 2590
	1010	2423	that princess	['FE'] ['Prize'] 2588
	1010	2425	expert craftsmen	['MA', 'MA', 'MA', 'MA', 'MA', 'MA', 'MA'] ['Hero', 'Tester', 'Tester', 'Tester', 'Tester', 'Tester', 'Tester'] 2543
	1010	2428	the kingdom of the bride-to-be- princess	['SS'] [] 2592
	1010	2429	the bride-to-be- princess	['FE'] ['Prize'] 2588
	1010	2430	One, looking from the high mast	['MA'] ['Tester'] 2567
	1010	2431	the high mast	['OB'] [] 2593
	1010	2433	The maker of valuables	['MA'] ['Tester'] 2556
	1010	2435	his brother, the thief	['MA'] ['Hero'] 2553
	1010	2447	a white swan	['FE'] ['Prize'] 2588
	1010	2455	her left wing	['PA'] [] 2600
	1010	2456	Simeon number four	['MA'] ['Tester'] 2562
	1010	2464	her left arm	['PA'] [] 2600
	1010	2465	Healer Simeon	['MA'] ['Tester'] 2576
	1010	2467	the princess' arm	['PA'] [] 2600
	1010	2469	their healthy and successful return to their own kingdom	['HA'] [] 2602
	1010	2471	their own kingdom	['SS'] [] 2541
	1010	2487	news concerning the seven Simeons and the czar's future bride	[] [] 2608
	1010	2488	the seven Simeons	['MA', 'MA', 'MA', 'MA', 'MA', 'MA', 'MA'] ['Hero', 'Tester', 'Tester', 'Tester', 'Tester', 'Tester', 'Tester'] 2543
	1010	2491	the czar's future bride	['FE'] ['Prize'] 2588
	1010	2494	the Simeons' success	['HA'] [] 2610
	1010	2497	honor, cannon-fire, and the beating of drums	['HA'] [] 2612
	1010	2499	the beating of drums	['HA'] [] 2614
	1010	2510	the man who kidnapped me	['MA'] ['Hero'] 2553
	1010	2513	a dashing fellow whose nobility appealed to the princess	['MA'] ['Hero'] 2553
