	1006	3725	a certain village	['SS'] [] 4172
	1006	3726	a wealthy peasant	['MA'] ['Other'] 4174
	1006	3727	a wealthy peasant and his wife	['MA', 'FE'] ['Other', 'Other'] 4173
	1006	3730	One day	['ST'] [] 4176
	1006	3736	a bear's den	['SS'] [] 4180
	1006	3741	some time, a long time or a short time	['ST'] [] 4182
	1006	3746	a man down to the waist and a bear below the waist	['MA'] ['Hero'] 4183
	1006	3752	Ivanko the Bearlet	['MA'] ['Hero'] 4183
	1006	3765	their own village	['SS'] [] 4172
	1006	3770	hope that she would ever return	['HA'] [] 4189
	1006	3779	all that had happened	['HA'] [] 4190
	1006	3781	the bear's den	['SS'] [] 4180
	1006	3799	Ivanko the Bearlet	['MA'] ['Hero'] 4183
	1006	3803	all of them	['GR'] [] 4195
	1006	3845	Ivanko the Bearlet	['MA'] ['Hero'] 4183
	1006	3849	the bath house	['SS'] [] 4208
	1006	3858	whatever they pleased	[] [] 4209
	1006	3860	Next morning	['ST'] [] 4210
	1006	3862	what the thieves had not taken	['OB'] [] 4211
	1006	3868	the bath house	['SS'] [] 4208
	1006	3870	the first time	['ST'] [] 4199
	1006	3897	the next day	['ST'] [] 4215
	1006	3902	ropes of sand	['OB'] [] 4217
	1006	3910	Ivanko the Bearlet	['MA'] ['Hero'] 4183
	1006	3913	ropes of sand	['OB'] [] 4217
	1006	3970	the open field	['SS'] [] 4231
	1006	3974	the devil rushed after him	['HA'] [] 4234
	1006	3978	half a verst	[] [] 4235
	1006	4004	a terrible rumble	['HA'] [] 4239
	1006	4055	ten times	['ST'] [] 4252
	1006	4067	he rode so long that finally the horse collapsed under him	['HA'] [] 4256
	1006	4100	The little devil	['MB'] ['Villain'] 4221
	1006	4107	a deep pit	['OB'] [] 4267
	1006	4109	the devil kept bringing gold and pouring it into the hat	['HA'] [] 4268
	1006	4115	a whole day	['ST'] [] 4269
