16	1158	Story listener	Mention 1157 - You,  - ;; (I)					
16	1160	the earth	Mention 1159 - the earth,  - ;; (I)					
16	1166	those who are a little worse	Mention 1165 - those who are a little worse,  - ;; (I)					
16	1588	those who don't fear God and don't even feel shame	Mention 1167 - those who don't fear God and don't even feel shame,  - ;; (I);Mention 1175 - the latter type,  - ;; (I)					
16	1170	God	Mention 1169 - God,  - ;; (I)					
16	1172	shame	Mention 1171 - shame,  - ;; (I)					
16	1174	Wee little Havroshechka	Mention 1173 - Wee little Havroshechka,  - ;; (I);Mention 1177 - her,  - ;; (I);Mention 1178 - her,  - ;; (I);Mention 1179 - her,  - ;; (I);Mention 1183 - her,  - ;; (I);Mention 1186 - She,  - ;; (I);Mention 1221 - Wee little Havroshechka,  - ;; (I);Mention 1225 - She,  - ;; (I);Mention 1234 - She,  - ;; (I);Mention 1236 - someone to abuse,  - ;; (I);Mention 1237 - Wee little Havroshechka,  - ;; (I);Mention 1243 - she,  - ;; (I);Mention 1248 - her,  - ;; (I);Mention 1254 - me,  - ;; (I);Mention 1255 - me,  - ;; (I);Mention 1257 - me,  - ;; (I);Mention 1259 - me,  - ;; (I);Mention 1261 - me,  - ;; (I);Mention 1274 - Beautiful maiden,  - ;; (I);Mention 1289 - the beautiful maiden,  - ;; (I);Mention 1293 - She,  - ;; (I);Mention 1303 - her,  - ;; (I);Mention 1306 - Havroshechka,  - ;; (I);Mention 1308 - She,  - ;; (I);Mention 1321 - the orphan,  - ;; (I);Mention 1324 - the orphan,  - ;; (I);Mention 1338 - Havroshechka,  - ;; (I);Mention 1369 - Havroshechka,  - ;; (I);Mention 1385 - the orphan,  - ;; (I);Mention 1394 - Havroshechka,  - ;; (I);Mention 1399 - she,  - ;; (I);Mention 1408 - the beautiful maiden,  - ;; (I);Mention 1440 - Havroshechka,  - ;; (I);Mention 1449 - beautiful maiden,  - ;; (I);Mention 1466 - Havroshechka,  - ;; (I);Mention 1471 - She,  - ;; (I);Mention 1477 - She,  - ;; (I);Mention 1548 - Havroshechka,  - ;; (I);Mention 1556 - her,  - ;; (I)					
16	1621	The whole family	Mention 1176 - These people,  - ;; (I);Mention 1182 - they,  - ;; (I)					
16	1185	every day	Mention 1184 - every day,  - ;; (I);Mention 1480 - every day,  - ;; (I)					
16	1192	all and everything	Mention 1191 - all and everything,  - ;; (I)					
16	1592	stepmother	Mention 1302 - She,  - ;; (I);Mention 1314 - The old woman,  - ;; (I);Mention 1315 - She,  - ;; (I);Mention 1354 - the step-mother,  - ;; (I);Mention 1358 - she,  - ;; (I);Mention 1572 - her mother,  - ;; (I);Mention 1380 - The old woman,  - ;; (I);Mention 1383 - she,  - ;; (I);Mention 1415 - her mother,  - ;; (I);Mention 1418 - The old woman,  - ;; (I);Mention 1421 - she,  - ;; (I);Mention 1578 - you,  - ;; (I);Mention 1430 - woman,  - ;; (I);Mention 1431 - you,  - ;; (I);Mention 1436 - she,  - ;; (I)					
16	1593	daughters	Mention 1196 - three grown daughters,  - ;; (I);Mention 1508 - the girls,  - ;; (I);Mention 1510 - Maiden-beauties,  - ;; (I);Mention 1518 - the three sisters,  - ;; (I);Mention 1519 - themselves,  - ;; (I);Mention 1520 - each other,  - ;; (I);Mention 1525 - their,  - ;; (I);Mention 1528 - The sisters,  - ;; (I);Mention 1532 - them,  - ;; (I);Mention 1535 - They,  - ;; (I);Mention 1538 - their,  - ;; (I);Mention 1541 - they,  - ;; (I);Mention 1545 - they,  - ;; (I)					
16	1594	One-Eye (name)	Mention 1198 - The oldest's name,  - ;; (I);Mention 1202 - One-Eye,  - ;; (I)					
16	1201	oldest daughter	Mention 1200 - oldest,  - ;; (I);Mention 1316 - One-Eye,  - ;; (I);Mention 1323 - One-Eye,  - ;; (I);Mention 1329 - She,  - ;; (I);Mention 1346 - One-Eye,  - ;; (I);Mention 1357 - One- Eye,  - ;; (I)					
16	1204	the middle daughter's name	Mention 1207 - Two-Eye,  - ;; (I)					
16	1206	middle daughter	Mention 1359 - Two-Eye,  - ;; (I);Mention 1360 - Two-Eye,  - ;; (I);Mention 1363 - her,  - ;; (I)					
16	1209	the youngest's name	Mention 1208 - the youngest's name,  - ;; (I);Mention 1212 - Three-Eye,  - ;; (I)					
16	1211	youngest	Mention 1210 - youngest,  - ;; (I);Mention 1384 - Three-Eye,  - ;; (I);Mention 1389 - her,  - ;; (I);Mention 1392 - she,  - ;; (I);Mention 1400 - Three-Eye,  - ;; (I);Mention 1413 - Three-Eye,  - ;; (I);Mention 1414 - her,  - ;; (I)					
16	1214	The only thing daughters did	Mention 1213 - The only thing they did,  - ;; (I);Mention 1216 - sit in the entry way and gaze outside,  - ;; (I)					
16	1590	stepmother and daughters	Mention 1215 - they,  - ;; (I);Mention 1229 - them,  - ;; (I);Mention 1235 - they,  - ;; (I);Mention 1252 - they,  - ;; (I);Mention 1256 - They,  - ;; (I);Mention 1258 - they,  - ;; (I);Mention 1260 - They,  - ;; (I)					
16	1218	the entry way	Mention 1217 - the entry way,  - ;; (I)					
16	1220	outside	Mention 1219 - outside,  - ;; (I)					
16	1231	one word of kindness	Mention 1230 - one word of kindness,  - ;; (I)					
16	1233	kindness	Mention 1232 - kindness,  - ;; (I)					
16	1239	the field	Mention 1238 - the field,  - ;; (I);Mention 1328 - the field,  - ;; (I);Mention 1502 - the field,  - ;; (I)					
16	1242	Hav's spotted cow	Mention 1244 - her,  - ;; (I);Mention 1251 - Little mother-cow,  - ;; (I);Mention 1273 - The cow,  - ;; (I);Mention 1277 - my,  - ;; (I);Mention 1291 - cow,  - ;; (I);Mention 1307 - the cow,  - ;; (I);Mention 1347 - the little cow,  - ;; (I);Mention 1375 - The cow,  - ;; (I);Mention 1435 - That cow,  - ;; (I);Mention 1441 - the cow,  - ;; (I);Mention 1442 - Little cow-mother,  - ;; (I);Mention 1445 - you,  - ;; (I);Mention 1446 - my,  - ;; (I);Mention 1450 - my,  - ;; (I);Mention 1461 - me,  - ;; (I);Mention 1462 - my,  - ;; (I);Mention 1470 - the cow,  - ;; (I)					
16	1246	cow's neck	Mention 1245 - her neck,  - ;; (I)					
16	1250	Hav's life	Mention 1249 - her life,  - ;; (I)					
16	1263	200 pounds of linen	Mention 1262 - 200 pounds of linen,  - ;; (I);Mention 1292 - everything,  - ;; (I);Mention 1294 - it,  - ;; (I);Mention 1297 - it,  - ;; (I)					
16	1598	linen prep	Mention 1270 - spin, weave, bleach in the sun, and roll,  - ;; (I);Mention 1268 - It all,  - ;; (I);Mention 1288 - it,  - ;; (I)					
16	1267	the sun	Mention 1266 - the sun,  - ;; (I);Mention 1335 - the sun,  - ;; (I);Mention 1361 - the sun,  - ;; (I)					
16	1272	tomorrow	Mention 1271 - tomorrow,  - ;; (I)					
16	1599	cow's ear 1	Mention 1275 - one of my ears,  - ;; (I);Mention 1309 - one ear,  - ;; (I);Mention 1409 - one ear,  - ;; (I)					
16	1279	cow's ears	Mention 1278 - my ears,  - ;; (I)					
16	1600	cow's ear 2	Mention 1282 - the other,  - ;; (I);Mention 1290 - the cow's ear,  - ;; (I);Mention 1310 - the other,  - ;; (I);Mention 1410 - the other,  - ;; (I)					
16	1299	a trunk	Mention 1298 - a trunk,  - ;; (I)					
16	1301	a grunt	Mention 1300 - a grunt,  - ;; (I)					
16	1305	even more work to do	Mention 1304 - even more work to do,  - ;; (I)					
16	1313	completed product from second job	Mention 1312 - the completed things,  - ;; (I)					
16	1333	mother's instructions	Mention 1364 - her mother's instructions,  - ;; (I)					
16	1327	the forest	Mention 1326 - the forest,  - ;; (I)					
16	1337	the grass	Mention 1336 - the grass,  - ;; (I);Mention 1362 - the grass,  - ;; (I);Mention 1393 - the grass,  - ;; (I)					
16	1603	One-Eye's eye	Mention 1341 - little eye,  - ;; (I);Mention 1343 - little eye,  - ;; (I)					
16	1349	the weaving and washing	Mention 1348 - the weaving and washing,  - ;; (I)					
16	1604	weaving	Mention 1350 - weaving,  - ;; (I);Mention 1573 - weaving,  - ;; (I)					
16	1605	washing	Mention 1352 - washing,  - ;; (I);Mention 1574 - washing,  - ;; (I)					
16	1356	not anything learned	Mention 1355 - anything,  - ;; (I)					
16	1372	middle daughter's first eye	Mention 1371 - little eye,  - ;; (I)					
16	1374	middle daughter's second eye	Mention 1373 - other little eye,  - ;; (I)					
16	1377	the weaving, washing, and rolling	Mention 1376 - the weaving, washing, and rolling,  - ;; (I)					
16	1607	rolling	Mention 1575 - rolling,  - ;; (I)					
16	1382	the third day	Mention 1381 - the third day,  - ;; (I)					
16	1387	even more work to do on third day	Mention 1386 - even more work to do,  - ;; (I)					
16	1391	oldest and middle sister	Mention 1390 - her older sisters,  - ;; (I)					
16	1396	youngest's first eye	Mention 1395 - little eye,  - ;; (I)					
16	1398	youngest's second eye	Mention 1397 - other little eye,  - ;; (I)					
16	1402	youngest's third eye	Mention 1401 - Three-Eye's third little eye,  - ;; (I);Mention 1405 - the third,  - ;; (I)					
16	1404	youngest's first two eyes	Mention 1403 - Two eyes,  - ;; (I)					
16	1407	Everything youngest saw	Mention 1406 - everything: from the beautiful maiden climbing in one ear and out the other and then gathering up all the prepared linens,  - ;; (I)					
16	1412	all the prepared linens from third task	Mention 1411 - all the prepared linens,  - ;; (I)					
16	1420	the fourth day	Mention 1419 - the very next day,  - ;; (I)					
16	1424	step-mother's husband	Mention 1426 - The old man,  - ;; (I);Mention 1437 - he,  - ;; (I)					
16	1609	stepmother's command to slaughter cow	Mention 1577 - What are you saying, woman,  - ;; (I)					
16	1439	the knife	Mention 1438 - the knife,  - ;; (I)					
16	1444	step-mother and husband	Mention 1443 - They,  - ;; (I)					
16	1610	bone prep	Mention 1579 - Don't eat my meat, beautiful maiden. Gather my bones, tie them in a handkerchief, then plant them in the garden, and never forget me. Water my bones every morning,  - ;; (I);Mention 1467 - everything,  - ;; (I)					
16	1611	cow's meat	Mention 1447 - my meat,  - ;; (I);Mention 1580 - any meat,  - ;; (I)					
16	1612	cow's bones	Mention 1453 - my bones,  - ;; (I);Mention 1455 - them,  - ;; (I);Mention 1458 - them,  - ;; (I);Mention 1463 - my bones,  - ;; (I);Mention 1478 - the bones,  - ;; (I);Mention 1581 - which,  - ;; (I)					
16	1457	a handkerchief	Mention 1456 - a handkerchief,  - ;; (I)					
16	1460	the garden	Mention 1459 - the garden,  - ;; (I);Mention 1479 - the garden,  - ;; (I);Mention 1499 - the garden,  - ;; (I)					
16	1465	every morning	Mention 1464 - every morning,  - ;; (I)					
16	1473	great hunger	Mention 1472 - great hunger,  - ;; (I)					
16	1482	an apple tree	Mention 1483 - what a tree it was,  - ;; (I);Mention 1583 - it,  - ;; (I);Mention 1492 - the tree,  - ;; (I);Mention 1521 - the apple tree,  - ;; (I);Mention 1530 - the tree,  - ;; (I);Mention 1549 - the tree,  - ;; (I)					
16	1615	apple	Mention 1585 - apple,  - ;; (I)					
16	1616	apples	Mention 1484 - The apples,  - ;; (I);Mention 1504 - the apples,  - ;; (I);Mention 1522 - the apples,  - ;; (I);Mention 1523 - they,  - ;; (I);Mention 1524 - they,  - ;; (I);Mention 1529 - them,  - ;; (I);Mention 1536 - the apples,  - ;; (I)					
16	1487	The rustling leaves	Mention 1486 - The rustling leaves,  - ;; (I);Mention 1531 - the leaves,  - ;; (I)					
16	1489	The bowing branches	Mention 1488 - The bowing branches,  - ;; (I);Mention 1537 - the branches,  - ;; (I);Mention 1550 - The branches,  - ;; (I)					
16	1491	Whoever rode by	Mention 1490 - Whoever rode by,  - ;; (I)					
16	1494	Whoever walked by	Mention 1493 - Whoever walked by,  - ;; (I)					
16	1496	wonder	Mention 1495 - wonder,  - ;; (I)					
16	1498	One day	Mention 1497 - One day,  - ;; (I)					
16	1501	a nobleman	Mention 1500 - a nobleman,  - ;; (I);Mention 1503 - He,  - ;; (I);Mention 1505 - he,  - ;; (I);Mention 1511 - he,  - ;; (I);Mention 1514 - me,  - ;; (I);Mention 1555 - The nobleman,  - ;; (I)					
16	1617	whoever can bring nobleman an apple	Mention 1512 - whoever can bring me an apple,  - ;; (I)					
16	1516	an apple for nobleman	Mention 1515 - an apple,  - ;; (I)					
16	1619	point far above daughters' heads	Mention 1587 - the point that they were far above their heads,  - ;; (I)					
16	1527	daughters' heads	Mention 1526 - their heads,  - ;; (I)					
16	1540	girls' braids	Mention 1539 - their braids,  - ;; (I)					
16	1547	any apples	Mention 1546 - any apples,  - ;; (I)					
16	1620	certain apples	Mention 1551 - apples,  - ;; (I)					
16	1558	Hav and nobleman	Mention 1557 - They,  - ;; (I)					
16	1560	happiness	Mention 1559 - happiness,  - ;; (I)					
16	1562	any sorrow	Mention 1561 - any sorrow,  - ;; (I)					
17	4125	many years	Mention 3361 - many years,  - ;; (I)					
17	4126	a certain tsar	Mention 3362 - a certain tsar,  - ;; (I);Mention 3369 - tsar,  - ;; (I);Mention 3389 - the tsar, who ordered Prince Ivan to be driven from the kingdom,  - ;; (I);Mention 3393 - tsar,  - ;; (I);Mention 3914 - his father,  - ;; (I)					
17	4127	a little peasant all made of copper, with iron hands and a steel head - a cunning man, a wizard of a man	Mention 3363 - a little peasant all made of copper, with iron hands and a steel head - a cunning man, a wizard of a man,  - ;; (I);Mention 3371 - The old man,  - ;; (I);Mention 3374 - me,  - ;; (I);Mention 3383 - him,  - ;; (I);Mention 3386 - the old man,  - ;; (I);Mention 3449 - the peasant all made of copper, with iron hands and a steel head,  - ;; (I);Mention 3457 - he,  - ;; (I);Mention 3461 - The old man,  - ;; (I);Mention 3462 - me,  - ;; (I);Mention 3465 - The old man,  - ;; (I);Mention 3483 - The old man,  - ;; (I);Mention 3492 - the old man,  - ;; (I);Mention 3495 - him,  - ;; (I);Mention 3499 - The old man,  - ;; (I);Mention 3511 - the old man,  - ;; (I);Mention 3518 - The old man,  - ;; (I);Mention 3530 - The old man,  - ;; (I);Mention 3541 - the old man,  - ;; (I);Mention 3548 - the old man,  - ;; (I);Mention 3552 - the old man,  - ;; (I);Mention 3950 - the little peasant all made of copper, with iron hands and a steel head,  - ;; (I);Mention 3955 - he,  - ;; (I)					
17	4128	copper	Mention 3364 - copper,  - ;; (I);Mention 3450 - copper,  - ;; (I);Mention 3951 - copper,  - ;; (I)					
17	4129	iron hands	Mention 3365 - iron hands,  - ;; (I);Mention 3451 - iron hands,  - ;; (I);Mention 3952 - iron hands,  - ;; (I)					
17	4130	iron hands and a steel head	Mention 3366 - iron hands and a steel head,  - ;; (I);Mention 3452 - iron hands and a steel head,  - ;; (I);Mention 3953 - iron hands and a steel head,  - ;; (I)					
17	4131	a steel head	Mention 3367 - a steel head,  - ;; (I);Mention 3453 - a steel head,  - ;; (I);Mention 3954 - a steel head,  - ;; (I)					
